Title;Description;Price;Producer;Rating;Review_count;Specifications
Kawa ziarnista COFFEE PLANT Peru Papagayo Espresso 1kg;Średnio palona arabika Specialty z Peru, doskonała jako espresso zaparzona w ekspresie lub w kawiarce. COFFEE PLANT Peru Papagayo Espresso ma orzechowy posmak z nutami owoców i kwiatów.;194.99;COFFEE PLANT;5.00;1;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Peru | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Orzechy pekan Kwiaty Grejpfrut Kakao | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
ZESTAW - kawa ziarnista Lavazza Tierra Brasil 100% Arabica  1kg + Lavazza Tierra Colombia 100% Arabica 1kg + filiżanka;Zestaw zawiera dwie kawy ziarniste Lavazza z serii Tierra 2x1 kg, kaw pochodzących z upraw certyfikowanych Rainforest Aliance oraz elegancką filiżankę ze spodkiem Lavazza 80 ml.;245.97;LAVAZZA;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Palarnia: Włochy | Przeznaczenie : Do biura Do domu Do kawiarni | Opakowanie: 2000g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
ZESTAW - Kawa ziarnista Lavazza Tierra Brasil 100% Arabica 1kg + Lavazza Tierra for Planet 1kg + filiżanka;Zestaw zawiera 2x 1kg kawy ziarnistej Lavazza oraz filiżankę Lavazza Tierra do espresso o pojemności 80 ml. Jest to idealny zestaw dla miłośnika włoskiego espresso.;247.97;LAVAZZA;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Palarnia: Włochy | Przeznaczenie : Do biura Do domu Do kawiarni | Opakowanie: 2000g | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Blend czy Single: Blend / Mieszanki | Polecana do: Espresso Kawa czarna Cappuccino Latte | Kawa Specialty: Nie
Kawa ziarnista Lavazza Caffe Crema Leggero 1kg;;84.99;LAVAZZA;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Indonezja Kostaryka Gwatemala Peru | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Żurawina Cedr Marcepan | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista Lavazza Tierra for Africa BIO 1kg;Średnio palona mieszanka organicznej arabiki i robusty przeznaczona do ekspresów i kawiarek. Lavazza Tierra for Africa to kawa o pełnym smaku z wyczuwalną nutą czekolady i suszonych owoców.;124.99;LAVAZZA;5.00;1;Skład: Arabika, Robusta | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Nie | Pochodzenie ziaren: Afryka | Zawartość kofeiny: Średnia | Crema: Trwała | Palarnia: Włochy | Intensywność smaku: Mocna | Słodycz: Średnia | Kwasowość: Delikatna | Gorycz: Średnia | Wyczuwalne smaki: Czekolada Suszone owoce | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista Qualia Etiopia Dukamo 250g;Qualia Etiopia Dukamo to jasno palona kawa jakości specialty z Etiopii przeznaczona do przelewowych metod parzenia. Kawa ta ma owocowo-herbaciany profil o przyjemnym posmaku jaśminu, moreli i herbaty.;63.00;QUALIA;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Etiopia | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Średnia | Gorycz: Delikatna | Wyczuwalne smaki: Czarna herbata Jaśmin Morela | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista Harvest Kolumbia San Javier 250g;Jasno palona arabika specialty przeznaczona do przelewowych metod parzenia. Harvest Kolumbia San Javier ma przyjemne nuty herbaty, czekolady, czerwonych owoców i marcepanu.;37.00;HARVEST;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Kolumbia | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Średnia | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Czarna herbata Czekolada Czerwone owoce Marcepan | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Peru Papagayo Espresso 250g;Bogaty i orzechowy posmak z nutami owoców i kwiatów odnajdziesz w kawie Specialty COFFEE PLANT Peru Papagayo Espresso. Doskonała jako espresso zaparzona w ekspresie lub w kawiarce.;54.99;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Peru | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Orzechy pekan Kwiaty Grejpfrut Kakao | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Kenia Nyeri Espresso 1kg;COFFEE PLANT Kenia Nyeri Espresso to kawa specialty z Kenii przeznaczona do ekspresów i kawiarek. Średnio palona arabika, doskonała dla miłośników soczystego, owocowego espresso z cytrusową nutą.;199.99;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Kenia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Mocna | Gorycz: Delikatna | Wyczuwalne smaki: Cytryna Limonka Wiśniowe konfitury | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Kenia Nyeri Espresso 250g;Domyślną nazwę, opis jak i inne parametry dodawanego produktu zmienisz udając się na stronę TOWARY \ Ustawienia nowo dodawanego produktu.;53.99;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Kenia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Mocna | Gorycz: Delikatna | Wyczuwalne smaki: Cytryna Limonka Wiśniowe konfitury | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Gentle Decaf Espresso 1kg;Średnio palona mieszanka Kolumbii i Hondurasu poddana procesowi dekofeinizacji. COFFEE PLANT Gentle Decaf Espresso to kwa bezkofeinowa Specialty do ekspresó i kawiarek, która oferuje bogactwo smaków bez rezygnacji z jakości.;199.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Honduras Kolumbia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Żółte owoce Czekolada Karmel | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Gentle Decaf Espresso 250g;Średnio palona mieszanka Kolumbii i Hondurasu poddana procesowi dekofeinizacji. COFFEE PLANT Gentle Decaf Espresso to kwa bezkofeinowa Specialty do ekspresów i kawiarek, która oferuje bogactwo smaków bez rezygnacji z jakości.;52.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Honduras Kolumbia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Żółte owoce Czekolada Karmel | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Juicy Blast Espresso 250g;Średnio palona mieszanka arabiki z Brazylii i Kenii przeznaczona do ekspresów i kawiarek. COFFEE PLANT Juicy Blast to kawa o słodkim smaku z wyczuwalną nutą kakao, grejpfruta oraz dżemu porzeczkowego.;52.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Kenia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Średnia | Gorycz: Delikatna | Wyczuwalne smaki: Grejpfrut Dżem porzeczkowy Kakao | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Floral Essence Espresso 1kg;Średnio palona mieszanka arabiki z Brazylii i Tanzanii przeznaczona do ekspresów i kawiarek. Floral Essence ma kwiatowy charakter. Możemy wyczuć w niej nuty mlecznej czekolady, kandyzowanej cytryny i kwiatów.;199.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Tanzania | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Mleczna czekolada Kandyzowane cytryny Kwiaty | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Floral Essence Espresso 250g;Średnio palona mieszanka arabiki z Brazylii i Tanzanii przeznaczona do ekspresów i kawiarek. Floral Essence ma kwiatowy charakter. Możemy wyczuć w niej nuty mlecznej czekolady, kandyzowanej cytryny i kwiatów.;52.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Tanzania | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Mleczna czekolada Kandyzowane cytryny Kwiaty | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Smooth Sweet Espresso 1kg;Średnio palona mieszanka arabiki z Brazylii i Etiopii przeznaczona do ekspresów i kawiarek. Smooth Sweet Espresso ma słodki smak z wyczuwalną nutą truskawki, czekolady, maliny i róży.;199.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Etiopia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Truskawki Czekolada Maliny Róża | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Chocolate Bomb Espresso 1kg;Średnio palona mieszanka arabik z Brazylii przeznaczona do ekspresów i kawiarek. Chocolate Bomb to kawa o słodkim smaku z wyczuwalną nutą czekolady mlecznej, kakao, rodzynek i orzechów.;165.00;COFFEE PLANT;0.00;Brak opinii;Skład: 100% Arabika | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia | Zawartość kofeiny: Niska | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Mleczna czekolada Kakao Rodzynki Orzechy | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Intense Espresso 1kg;Średnio palona mieszanka arabiki z Brazylii i robusty z Indii przeznaczona do ekspresów i kawiarek. COFFEE PLANT Intense to kawa o mocnym smaku z wyczuwalną nutą ciemnej czekolady i migdałów.;119.00;COFFEE PLANT;5.00;1;Skład: Arabika, Robusta | Rodzaj: Kawa ziarnista | Opakowanie: 1000g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Indie | Zawartość kofeiny: Średnia | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Ciemna czekolada Migdały | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Intense Espresso 250g;Średnio palona mieszanka arabiki z Brazylii i robusty z Indii przeznaczona do ekspresów i kawiarek. COFFEE PLANT Intense to kawa o mocnym smaku z wyczuwalną nutą ciemnej czekolady i migdałów.;32.00;COFFEE PLANT;5.00;2;Skład: Arabika, Robusta | Rodzaj: Kawa ziarnista | Opakowanie: 250g | Stopień palenia: Średni | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Brazylia Indie | Zawartość kofeiny: Średnia | Crema: Trwała | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Ciemna czekolada Migdały | Polecana do: Espresso Kawa czarna Cappuccino Latte | Sposób przygotowania: Ekspres automatyczny Ekspres kolbowy Kawiarka Tradycyjny | Przeznaczenie : Do domu Do ekspresu automatycznego Do ekspresu kolbowego Do kawiarki
Kawa ziarnista COFFEE PLANT Kenia Decaf bezkofeinowa 250g;Jasno palona kawa bezkofeinowa do przelewowych metod parzenia. COFFEE PLANT Kenia Decaf mimo braku kofeiny oferuje bogaty smak i armat z nutą grejpfruta, winogron oraz kakao.;68.99;COFFEE PLANT;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Kenia | Stopień palenia: Jasny | Zawartość kofeiny: Bezkofeinowa | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Średnia | Gorycz: Delikatna | Wyczuwalne smaki: Kakao Grejpfrut Winogrona | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Kolumbia El Progreso 250g;Jasno palona arabika Specialty z Kolumbii przeznaczona do alternatywnych metod parzenia. COFFEE PLANT Kolumbia El Progreso to kawa Single Origin, w której odnajdziemy między innymi subtelne nuty wina, dzięki proesowi maceracji węglowej.;78.99;COFFEE PLANT;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Kolumbia | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Dżem jagodowy Truskawki Czerwone wino | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Gwatemala Huehuetenango 250g;Jasno palona arabika Specialty Single Origin przeznaczona do przelewowych metod parzenia. COFFEE PLANT Gwatemala Huehuetenango ma bogaty smak z nutami zielonego jabłka, moreli i toffi.;52.00;COFFEE PLANT;kwi.67;3;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Single / Jednorodne | Kawa Specialty: Tak | Pochodzenie ziaren: Gwatemala | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Zielone jabłko Toffi Morela | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Flow Mellow Decaf 100g;Kawa bezkofeinowa o pełnym smaku i aromacie. COFFEE PLANT Flow Mellow Decaf to blend ziaren specialty z Hondurasu i Kolumbii o przyjemnym smaku z nutami kakao, jabłka czerwonego oraz śliwki.;28.00;COFFEE PLANT;0.00;Brak opinii;Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny | Crema: Delikatna | Wyczuwalne smaki: Śliwka Czerwone jabłko Kakao | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Średnia | Słodycz: Mocna | Pochodzenie ziaren: Honduras Kolumbia | Blend czy Single: Blend / Mieszanki | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Opakowanie: 100g | Rodzaj: Kawa ziarnista | Zawartość kofeiny: Bezkofeinowa | Stopień palenia: Jasny | Skład: 100% Arabika | Kawa Specialty: Tak
Kawa ziarnista COFFEE PLANT Flow Jungle Fruit 800g;Jasno palona mieszanka arabiki z Indonezji i Peru przeznaczona do przelewowych metod parzenia. COFFEE PLANT Flow Jungle Fruit ma słodki smak z wyczuwalną nutą ananasa, mango i marakui.;145.00;COFFEE PLANT;5.00;1;Rodzaj: Kawa ziarnista | Opakowanie: 800g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Indonezja Peru | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Ananas Mango Marakuja | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Flow Jungle Fruit 250g;Jasno palona mieszanka arabiki z Indonezji i Peru przeznaczona do przelewowych metod parzenia. COFFEE PLANT Flow Jungle Fruit ma słodki smak z wyczuwalną nutą ananasa, mango i marakui.;52.00;COFFEE PLANT;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Indonezja Peru | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Ananas Mango Marakuja | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Flow Jungle Fruit 100g;Jasno palona mieszanka arabiki z Indonezji i Peru doskonała do przelewowych metod parzenia. COFFEE PLANT Flow Jungle Fruit ma słodki smak z wyczuwalną nutą ananasa, mango i marakui.;28.00;COFFEE PLANT;kwi.50;2;Rodzaj: Kawa ziarnista | Opakowanie: 100g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Indonezja Peru | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Ananas Mango Marakuja | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT  Flow Blossom 800g;Jasno palona mieszanka ziaren arabiki z Tanzanii przeznaczona do przelewowych metod parzenia. COFFEE PLANT Flow Blossom ma kwiatowy aromat i słodki smak przypominający żółte owoce i cytrusy.;139.00;COFFEE PLANT;0.00;Brak opinii;Rodzaj: Kawa ziarnista | Opakowanie: 800g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Tanzania | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Kwiat akacji Żółte owoce Owoce cytrusowe | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Flow Blossom 250g;Jasno palona mieszanka ziaren arabiki z Tanzanii przeznaczona do przelewowych metod parzenia. COFFEE PLANT Flow Blossom ma kwiatowy aromat i słodki smak przypominający żółte owoce i cytrusy.;48.00;COFFEE PLANT;5.00;1;Rodzaj: Kawa ziarnista | Opakowanie: 250g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Tanzania | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Kwiat akacji Żółte owoce Owoce cytrusowe | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Flow Blossom 100g;Jasno palona mieszanka ziaren arabiki z Tanzanii przeznaczona do przelewowych metod parzenia. COFFEE PLANT Flow Blossom ma kwiatowy aromat i słodki smak przypominający żółte owoce i cytrusy. Opakowanie zawiera 100 g.;27.00;COFFEE PLANT;4.00;2;Rodzaj: Kawa ziarnista | Opakowanie: 100g | Skład: 100% Arabika | Blend czy Single: Blend / Mieszanki | Kawa Specialty: Tak | Pochodzenie ziaren: Tanzania | Stopień palenia: Jasny | Zawartość kofeiny: Niska | Crema: Delikatna | Palarnia: Polska | Intensywność smaku: Średnia | Słodycz: Mocna | Kwasowość: Delikatna | Gorycz: Delikatna | Wyczuwalne smaki: Kwiat akacji Żółte owoce Owoce cytrusowe | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny
Kawa ziarnista COFFEE PLANT Very Berry 100g;Jasno palona arabika z Etiopii przeznaczona do ekspresów przelewowych. COFFEE PLANT FLOW Very Berry posiada przyjemnie słodki smak z nutą owoców czerwonych i pestkowych i cytryny.;23.99;COFFEE PLANT;5.00;1;Sposób przygotowania: Aeropress Chemex Dripper Ekspres przelewowy French Press Tradycyjny | Crema: Delikatna | Wyczuwalne smaki: Truskawki Jeżyny Jagody Cytryna | Intensywność smaku: Średnia | Gorycz: Delikatna | Kwasowość: Średnia | Słodycz: Mocna | Pochodzenie ziaren: Etiopia | Blend czy Single: Single / Jednorodne | Polecana do: Kawa czarna | Przeznaczenie : Do alternatyw Do domu | Opakowanie: 100g | Rodzaj: Kawa ziarnista | Zawartość kofeiny: Niska | Stopień palenia: Jasny | Skład: 100% Arabika | Kawa Specialty: Tak
